"page_id";"element_id";"text";"line_id";"section_title";"morelines";"section_no";"several_lines";"several_line_title";"section_title_text";"page_of_section";"void_ident";"text_line_id";"text_line_id_start";"text_line_id_end";"section_text";"chapter_no"
3;13;"4       validation overview .................................................................................................................................9";53;"4       validation overview";FALSE;"4";FALSE;FALSE;"validation overview";9;FALSE;"276";276;290;"4               validation overview any standard is a collection of requirements which, if implemented correctly, achieve certain objectives in a product. these requirements could specify physical characteristics such as length, voltage and accessibility or behaviour such as the interchange of messages and the responses to particular stimuli. the purpose of validation is to ensure as far as possible that the requirements expressed in the standard do, in fact, meet the objectives. the objectives against which a standard may be validated may come from a variety of sources and cover a number of different aspects within the standard. these can include: •     technical objectives related to the technology standardised: -     the extent to which the requirements can be realized by products.  •     editorial objectives: -     the ease with which the requirements can be read and understood.  -     the extent to which the requirements are expressed unambiguously.  -     the accuracy of references to other standards. the objectives against which a standard is measured can be validated either directly by, for example, reviewing the specification itself, or indirectly by, for example, evaluating the performance of an implementation of the standard.";"4"
3;14;"5       reasons for validating standards ..............................................................................................................9";54;"5       reasons for validating standards";FALSE;"5";FALSE;FALSE;"reasons for validating standards";9;FALSE;"291";291;291;"5               reasons for validating standards";"5"
3;15;"5.1         problems commonly found by validating standards ........................................................................................... 9";55;"5.1         problems commonly found by validating standards";FALSE;"5.1";FALSE;FALSE;"problems commonly found by validating standards";9;FALSE;"292";292;313;"5.1             problems commonly found by validating standards the purpose of a standard is to specify requirements that are to be met by systems implementing the standard. these requirements need to be unambiguous, precise and consistent. standards should follow established principles of standards writing, as follows: •     a well-defined and precise terminology should be used consistently in the standard.  •     requirements should be clearly identified as mandatory or optional.  •     different configurations and their associated parameters should be well-defined.  •     the means of conforming to the standard should be clearly identified.  and •     definitions and requirements should not conflict with each other. even a simple validation of a standard will identify specification errors that can be easily rectified and that, when corrected, will improve the overall quality of the document. such improvements make the standard easier to understand and to implement in a product, thus reducing the number of potential interoperability problems that might occur. problems found during validation fall into two distinct, though often related, categories which are: •     editorial.  and •     technical. inconsistencies and other problems in a standard can result from: •     distributed, cooperative authorship of a standard.  •     the separation of a standard into multiple parts.  •     the evolution of a standard through different revisions.  10                         etsi eg 201 015 v2.1.1 (2012-02) •     the use of multiple specification techniques within the standard. the resultant synchronization and consistency problems may potentially lead to different interpretations of the standard.";"5"
3;16;"5.1.1          editorial issues ............................................................................................................................................ 10";56;"5.1.1          editorial issues";FALSE;"5.1.1";FALSE;FALSE;"editorial issues";10;FALSE;"314";314;334;"5.1.1          editorial issues editorial problems in a standard may seem to be trivial issues but, if it is poorly expressed or presented, an otherwise excellent requirement can cause confusion to implementers. the result of this is likely to be products which are supposedly standardized but which are unable to interoperate with other similar products. problems associated with the editorial correctness of a standard include the following: •     missing or out-of-date references to other standards -     the documents identified as normative references in clause 2 of a standard are considered to be part of the standard itself. if the correct standards are not included in this clause or the reference information is out-of-date then associated requirement(s) can be inaccurate or misleading. •     insufficient, conflicting or incorrect abbreviations and definitions of terms -     clear definitions of terms are important in ensuring that the standard can be understood in the same way by all readers. incorrectly specified or missing abbreviations can cause confusion, at best, and misinterpretation at worst. •     requirements poorly expressed in english so that they are difficult to understand -     although the guidelines for the use of modal verbs ('shall', 'should', 'may') in standards are very clearly specified [i.16] and understood, they do not prevent requirements from being constructed in a way that is difficult to interpret unambiguously. •     incorrect syntax used in specification languages (graphic or textual) -     languages and notations such as asn.1 and msc can make the requirements in a standard completely unambiguous. however, if the syntax of such specifications is not correct (i.e. not checked) then they lose their precision and are open to varying interpretations.";"5"
3;17;"5.1.2          technical issues .......................................................................................................................................... 10";57;"5.1.2          technical issues";FALSE;"5.1.2";FALSE;FALSE;"technical issues";10;FALSE;"335";335;379;"5.1.2          technical issues although likely to be more damaging than editorial problems, inaccuracies in the technical specification are generally less common in standards. it is, nevertheless, still important to find and correct such problems. examples of the specification problems include: •     requirements that are incomplete or omitted from the specification example 1:         when an implementation receives a request message containing a value of less than 10 in the count field it shall respond with a valid_request message to the sender. if the value of the count field is greater than 10, it shall respond to the sender with an invalid_request message. the wording of the requirement means that the processing of count values less than 10 and values greater than 10 are specified but there is no specification for how a value of exactly 10 is to be handled. •     requirements that are implied rather than expressly specified -     if there is more than one requirement tied together in a single statement, this can lead to confusion and misinterpretation. 11                          etsi eg 201 015 v2.1.1 (2012-02) example 2:        when an implementation sends a call_proceeding message to the calling party it shall also forward the setup message to the destination. although this requirement is not wrong, it does not tell the full story as the initial stimulus is implied (the setup is forwarded so must have been received) but not clearly specified. a more complete formulation would be: when an implementation receives a setup message from the calling party, it shall respond with a call_proceeding message back to the calling party and also forward the setup to the destination. •    requirements that conflict with other requirements in the same or a referenced standard -     a statement that requires an implementation to take a particular course of action at one point in a standard clearly conflicts with a requirement elsewhere not to take the same course of action. however, a requirement that mandates an action using a 'shall' is equally in conflict with a requirement elsewhere that allows that same action to be optional by using 'may'. •    incorrect semantics used in a specification language -     a specification in a language such as asn.1 or uml may be syntactically correct (and, thus, pass through a compiler) while expressing incorrect semantics. most language compilers will detect errors in the static semantics of a specification but simulation or live operation may be required to detect errors in the dynamic semantics. •    requirements that cannot be achieved practically -     requirements that demand behaviour that cannot be met within the practical constraints of cost and physics will result in implementations that take a best effort approach and, consequently, are unlikely to comply with conformance tests or interoperate with other implementations. •    requirements that specify unnecessary restrictions on the implementation of the standard (over-engineering) -     standards should limit their requirements to the specification of observable behaviour at external interfaces. they should specify what is to be observed but not how that should be achieved. •    large numbers of implementation options which may result in incompatible implementations -     implementations of standards that specify a large number of optional requirements are likely to experience significant problems in interoperating. ideally, a standard should specify no options but in most cases, this is impractical. options should, therefore be kept to a minimum.";"5"
3;18;"5.2         avoiding problems normally found during validation ..................................................................................... 11";58;"5.2         avoiding problems normally found during validation";FALSE;"5.2";FALSE;FALSE;"avoiding problems normally found during validation";11;FALSE;"380";380;393;"5.2           avoiding problems normally found during validation many of the problems found during validation can be avoided by following simple procedures during the standards development process. activities which can help to avoid common problems in standards include the use of: •    guidelines for structuring and writing a standard [i.16].  •    guidelines for using modelling techniques for the technical parts of the standard [i.1], [i.2].  •    the use of profile standards to constrain the number of options in a base standard when used in a specific application environment.  •    checklists for analysing the correct writing of a standard.  •    continuous reviews and feedback during standards writing.  and •    validation throughout the development of a standard. one of the simplest methods for ensuring that each requirement in a standard is, at least, valid is to ask the question 'can the requirement be tested?' if the answer to this question is 'no' then it is unlikely that the requirement should be included in the standard. 12                         etsi eg 201 015 v2.1.1 (2012-02)";"5"
3;19;"5.3         using validation methods to detect problems ................................................................................................... 12";59;"5.3         using validation methods to detect problems";FALSE;"5.3";FALSE;FALSE;"using validation methods to detect problems";12;FALSE;"394";394;398;"5.3             using validation methods to detect problems the use of even the simplest validation techniques during standards development will help to identify inconsistencies, inaccuracies and other defects which can be resolved before publication and, thus, improve the quality of the output document. there are a range of techniques described in the present document and these will be most effective if used regularly at all stages of the development process.";"5"
3;20;"6       methods for validating standards ...........................................................................................................12";60;"6       methods for validating standards";FALSE;"6";FALSE;FALSE;"methods for validating standards";12;FALSE;"399";399;399;"6               methods for validating standards";"6"
3;21;"6.1         different types of standard ............................................................................................................................... 12";61;"6.1         different types of standard";FALSE;"6.1";FALSE;FALSE;"different types of standard";12;FALSE;"400";400;415;"6.1             different types of standard different types of standard require different forms of validation depending on the content of the standard and the methods used to define it. standards can be classified as follows: •     collections of definitions of terms such as taxonomies and ontology's.  •     methodological standards containing mainly text about methods and processes.  •     technical specifications typically containing a combination of text and partial models.  and •     test specifications defined by text and (partial) test suites for test systems. the present document differentiates between explicit and implicit validation methods. explicit validation methods encompass all those in which the primary objective is validation in itself, i.e. reviews, model-based validation, prototyping, and system testing [i.23]. implicit validation methods encompass those methods where the primary objective is not validating the standard but where validation is a by-product of the activity. implicit validation methods include requirements cataloguing, test development, product development and documentation. the selection of validation methods should be guided by the specification technique used within a standard. text is mainly informal and open for all review-based techniques. model-based validation is applicable to technical standards and test standards that contain (partial) models and/or test suites only. furthermore, all standards can be validated by the different implicit validation methods.";"6"
3;22;"6.2         explicit validation ............................................................................................................................................ 12";62;"6.2         explicit validation";FALSE;"6.2";FALSE;FALSE;"explicit validation";12;FALSE;"416";416;416;"6.2             explicit validation";"6"
3;23;"6.2.1          review methods.......................................................................................................................................... 12";63;"6.2.1          review methods";FALSE;"6.2.1";FALSE;FALSE;"review methods";12;FALSE;"417";417;417;"6.2.1           review methods";"6"
3;24;"6.2.1.1            overview of reviewing methods ........................................................................................................... 12";64;"6.2.1.1            overview of reviewing methods";FALSE;"6.2.1.1";FALSE;FALSE;"overview of reviewing methods";12;FALSE;"418";418;452;"6.2.1.1             overview of reviewing methods systematic reviews are methods of reviewing specifications which, if used correctly, can identify many of the inaccuracies and inconsistencies present in the specifications. they are particularly effective when used to validate the following: •     text and other informally defined specifications.  •     sets of related standards where correlation and consistency between documents is essential. ieee 1028 [i.24] identifies a range of systematic review types which can be used in the validation of engineering design (specifically, software) specifications. these strictly controlled reviews work well in the large engineering project environment for which they are intended but could be considered as too strict for the standards engineering process. nevertheless, the fundamental approach to reviewing specifications can be an effective tool in the validation of standards. the types of review identified in ieee 1028 [i.24] include: •     management review -      a management study into a project's status and allocation of resources.  13                        etsi eg 201 015 v2.1.1 (2012-02) •     technical review -      a form of peer review in which a team of qualified personnel examines the suitability of the specification for its intended use and identifies discrepancies from its base requirements and other standards.  •     inspection -      a formal type of peer review where the reviewers follow a well-defined process to find defects [i.27].  •     walk-throughs -      a form of peer review where the author leads members of the editing team and other interested parties through a specification and the participants ask questions and make comments about defect.  and •     audits -      a type of review conducted by personnel external to the specification development project to evaluate compliance with requirements, standards, contractual agreements or other criteria. although each review method has its own particular use within an engineering design life-cycle, they all have fundamental similarities in the way they are constructed and managed: •     a group of impartial experts reviews a specification in detail in order to identify any defects that need to be rectified prior to publication -      these experts may have an interest in the document under review (as members of the responsible tc, for example) but should not have taken any direct role in its development.  •     one of the expert reviewers is appointed to chair and manage the review process.  •     any required changes are undertaken by the authors outside the review.  •     the process is iterative such that the revised document is resubmitted for further review until no further changes are required.";"6"
3;25;"6.2.1.2            using reviews to validate standards ...................................................................................................... 13";65;"6.2.1.2            using reviews to validate standards";FALSE;"6.2.1.2";FALSE;FALSE;"using reviews to validate standards";13;FALSE;"453";453;464;"6.2.1.2              using reviews to validate standards review methods are unlikely to yield the same depth of validation that an automated, model-based technique can offer (see clause 6.2.2). however, reviews have the benefit that they can be used to validate any type of standard and do not depend on there being behavioural content within the specification. it is certain that the strict, systematic methods described in ieee 1028 [i.24] will identify a significant proportion of the defects in a design specification and this approach can be applied to the standardization process very effectively. despite this advantage, it is possible that the overheads in terms of effort and timescale will be unacceptable within the development schedules of some standards. in those cases, reviews can be used less formally although this is likely to be less effective in identifying defects. the process of approving standards using the etsi remote consensus procedure and the scrutiny of editorial consistency offered by the etsi edithelp service are both useful and valuable adjuncts to the more formal peer review process but they cannot be considered to be substitutes for it.";"6"
3;26;"6.2.1.3            basic review process ............................................................................................................................. 13";66;"6.2.1.3            basic review process";FALSE;"6.2.1.3";FALSE;FALSE;"basic review process";13;FALSE;"465";465;475;"6.2.1.3              basic review process the process of organising and carrying out the review of a standard involves the same common set of steps regardless of the formality intended. this process, shown in figure 1, comprises 4 distinct phases, as follows: 1) planning. 2) preparation for the review. 3) document review meeting. 4) processing change proposals. 14                       etsi eg 201 015 v2.1.1 (2012-02) note:       the processing of change proposals (phase 4) takes place outside of the review process itself but it is included here as an essential part of the iteration loop. figure 1: document review process";"6"
3;27;"6.2.1.3.1               phase 1: planning the review ........................................................................................................... 14";67;"6.2.1.3.1               phase 1: planning the review";FALSE;"6.2.1.3.1";FALSE;FALSE;"phase 1: planning the review";14;FALSE;"476";476;483;"6.2.1.3.1              phase 1: planning the review the planning phase of a review can start as soon as it is known when a draft of the document to be reviewed will be available. it is not necessary to wait until the draft, itself, has been completed. this phase of the process involves the following three steps: •    assign a leader for the review process. •    select and invite the reviewers. •    schedule a date for the review. 15                         etsi eg 201 015 v2.1.1 (2012-02)";"6"
3;28;"6.2.1.3.1.1                  assign a leader for the review process....................................................................................... 15";68;"6.2.1.3.1.1                  assign a leader for the review process";FALSE;"6.2.1.3.1.1";FALSE;FALSE;".1                  assign a leader for the review process";15;FALSE;"484";484;498;"6.2.1.3.1.1                assign a leader for the review process when selecting an individual to lead a review group it is not necessary to choose an expert in the subject under review, although this can be useful. it is much more important to find a leader who is: •     impartial -     no commercial, political or technical bias with respect to the document under consideration and, thus, unlikely to influence the outcome of the review unduly.  •     authoritative -     able to ensure that the review is successful by encouraging active participation by the reviewers, maintaining focus on the review subject and fostering consensus.  •     a good organizer in most cases, the review leader could be one of the following: •     the chair of the associated etsi technical body (tb) or working group (wg).  •     the etsi technical officer supporting the associated tb or wg.  or •     the document rapporteur if that person is not one of the contributing authors. this could be the case if, for example, the document is a deliverable from a specialist task force (stf).";"6"
3;29;"6.2.1.3.1.2                  select and invite the reviewers................................................................................................... 15";69;"6.2.1.3.1.2                  select and invite the reviewers";FALSE;"6.2.1.3.1.2";FALSE;FALSE;".2                  select and invite the reviewers";15;FALSE;"499";499;518;"6.2.1.3.1.2                select and invite the reviewers each reviewer of a document should be chosen on the basis of particular knowledge or expertise that they possess. it is unlikely that a single reviewer will have all the necessary skills but, between them, the reviewers should be conversant in all aspects of the technical content of the document under review and in the process for producing the document. the selected reviewers should, therefore, be: •     independent -     not one of the contributing authors.  •     knowledgeable -     capable in (at least part of) the subject area of the document or in the associated standards development process.  •     assigned specific responsibilities within the context of the review -     each should know why they have been selected as a reviewer and which clauses that they should pay particular attention to. there is no easy formula for determining how many reviewers should be selected but a smaller group is likely to be more effective than a large one. the size of the reviewers group will depend on a number of factors including: •     the quantity of material to be reviewed.  •     the breadth and depth of the technical content.  •     the availability of suitable reviewers. in many cases the membership of the responsible wg should be sufficient but, if this is a large group with a frequently changing membership then it may be necessary to appoint a sub-group for the reviewing task.";"6"
3;30;"6.2.1.3.1.3                  schedule a date for the review ................................................................................................... 15";70;"6.2.1.3.1.3                  schedule a date for the review";FALSE;"6.2.1.3.1.3";FALSE;FALSE;".3                  schedule a date for the review";15;FALSE;"519";519;533;"6.2.1.3.1.3                schedule a date for the review establishing a date and time for the review to take place should not be a time-consuming task but the following criteria are important: •     the date should be convenient for the leader, the reviewers and the author(s) of the document.  16                        etsi eg 201 015 v2.1.1 (2012-02) •     a sufficient period should be planned between the availability of the document and the review, itself -      this period will depend on the size of the document and the other commitments of the reviewers but it should be a minimum of two weeks but not so long that it affects progress in the development of the standard.  •     enough time is scheduled to complete the review -      this, too, will depend on the size of the document to be reviewed and also on its maturity but it is unlikely to take less than half a day and, for a large and immature document, could be two or more days. a previously unreviewed draft document is likely to require more time than one that is in its final stages before publication. frequent, incremental reviews throughout the development process are, therefore, a more efficient use of reviewers time and a more effective method of reviewing a draft standard.";"6"
3;31;"6.2.1.3.2               phase 2: preparing for the review .................................................................................................... 16";71;"6.2.1.3.2               phase 2: preparing for the review";FALSE;"6.2.1.3.2";FALSE;FALSE;"phase 2: preparing for the review";16;FALSE;"534";534;550;"6.2.1.3.2                phase 2: preparing for the review both the authors of a document and its reviewers have responsibilities immediately prior to the review. once the draft is available for the reviewers to study, they should: •     ensure that they understand the requirements and the overall objectives of the document and its related project.  •     read the document (or parts of the document) to be reviewed.  •     prepare constructive comments and questions to be put to the authors during the review. note:       there is no requirement for reviewers to record their comments in any specific format. the content of the comment is more important than its presentation form. however, the simple form shown in table a.1 in annex a can be used to capture the essential information associated with a reviewers comment. at the same time, the authors should prepare a short presentation summarizing: •     the purpose of the document under review.  •     the relationship of the document with other published or planned documents.  •     the status of the draft.  •     any new material added since its previous review.  •     any modifications since its previous review.  •     any special methods used during development.  •     objectives of the impending review.";"6"
3;32;"6.2.1.3.3               phase 3: reviewing the specification .............................................................................................. 16";72;"6.2.1.3.3               phase 3: reviewing the specification";FALSE;"6.2.1.3.3";FALSE;FALSE;"phase 3: reviewing the specification";16;FALSE;"551";551;557;"6.2.1.3.3                phase 3: reviewing the specification a document review meeting will always be most effective if all the participants meet together in a common location. however, little effectiveness is lost if some or all of the participants join using remote meeting facilities. there are three distinct activities involved in the actual review of the draft document. these are: •     presentation of the overview from the document author(s).  •     inspection of the document.  •     preparation and agreement of any required change proposals.";"6"
3;33;"6.2.1.3.3.1                  presentation of the overview from the document author(s) ....................................................... 16";73;"6.2.1.3.3.1                  presentation of the overview from the document author(s)";FALSE;"6.2.1.3.3.1";FALSE;FALSE;".1                  presentation of the overview from the document author(s)";16;FALSE;"558";558;563;"6.2.1.3.3.1                 presentation of the overview from the document author(s) at the start of the review meeting one of the document authors should present the overview previously prepared during phase 2. purely as a guideline, this presentation will probably lack sufficient detail if it lasts less than 15 minutes and will contain too much information if it goes on beyond 30 minutes. at the end of the presentation the authors should be prepared to answer questions for clarification from the review leader and the group of reviewers. 17                         etsi eg 201 015 v2.1.1 (2012-02)";"6"
3;34;"6.2.1.3.3.2                  inspection of the document ........................................................................................................ 17";74;"6.2.1.3.3.2                  inspection of the document";FALSE;"6.2.1.3.3.2";FALSE;FALSE;".2                  inspection of the document";17;FALSE;"564";564;576;"6.2.1.3.3.2                 inspection of the document the purpose of inspecting a document is to identify possible defects where either technical or editorial requirements have not been met. the most effective inspection method is to consider comments from the reviewers on a clause-by-clause basis but some flexibility should be allowed. in order to ensure efficient progress through the inspection, reviewers comments should be: •     fully justified -      enough information is provided to make it clear that the comment is valid.  •     impersonal -      comments should relate only to technical or editorial defects and should avoid personal comments regarding the authors.  •     supported by a proposed change -      comments should identify a possible defect in the reviewed document without offering an alternative solution for the authors to consider.";"6"
3;35;"6.2.1.3.3.3                  preparation and agreement of any required change proposals ................................................... 17";75;"6.2.1.3.3.3                  preparation and agreement of any required change proposals";FALSE;"6.2.1.3.3.3";FALSE;FALSE;".3                  preparation and agreement of any required change proposals";17;FALSE;"577";577;586;"6.2.1.3.3.3                 preparation and agreement of any required change proposals each change proposal should be discussed and either accepted or rejected by the review group. if accepted, the change should be assigned to one (or more) of the document authors and scheduled for inclusion in the next or a future revision of the draft. it is particularly important that all accepted change proposals are recorded so that the resultant modifications to the document can be considered in a subsequent review. the reviewers change proposal form specified as table a.1 in annex a can be used for this purpose. alternatively, a revision of the reviewed draft document with change marks and comments would be a valid record of all accepted change proposals. if there are no change proposals accepted at the end of the review then the document can be considered to have completed its validation by peer-review.";"6"
3;36;"6.2.1.3.4               phase 4: processing change proposals ............................................................................................. 17";76;"6.2.1.3.4               phase 4: processing change proposals";FALSE;"6.2.1.3.4";FALSE;FALSE;"phase 4: processing change proposals";17;FALSE;"587";587;587;"6.2.1.3.4                phase 4: processing change proposals";"6"
3;37;"6.2.1.3.4.1                  implement changes in a document revision ............................................................................... 17";77;"6.2.1.3.4.1                  implement changes in a document revision";FALSE;"6.2.1.3.4.1";FALSE;FALSE;".1                  implement changes in a document revision";17;FALSE;"588";588;592;"6.2.1.3.4.1                 implement changes in a document revision if there are accepted change proposals at the end of the document review meeting, the authors should consider each of these and make the necessary modifications to the document. the task of implementing the accepted change proposals is outside the basic review process and should follow whatever method is normally used for revising draft documents within the associated tb.";"6"
