"page_id";"element_id";"text";"line_id";"section_title";"morelines";"section_no";"several_lines";"several_line_title";"section_title_text";"page_of_section";"void_ident";"text_line_id";"text_line_id_start";"text_line_id_end";"section_text";"chapter_no"
3;13;"6       request and recognition of a basic telecommunication service in an isdn environment ....................12";44;"6       request and recognition of a basic telecommunication service in an isdn environment";FALSE;"6";FALSE;FALSE;"request and recognition of a basic telecommunication service in an isdn environment";12;FALSE;"386";386;391;"6              request and recognition of a basic telecommunication service in an isdn environment the examples given in this clause assume that a pure isdn environment exists and no network-provided interworking function is selected. therefore, the particular user rate as well as the rate adaption technique applied are specified in the llc information element, thus permitting compatibility decision by the destination terminal.";"6"
3;14;"6.1        request and recognition of a circuit-mode bearer service ............................................................................... 12";45;"6.1        request and recognition of a circuit-mode bearer service";FALSE;"6.1";FALSE;FALSE;"request and recognition of a circuit-mode bearer service";12;FALSE;"392";392;392;"6.1            request and recognition of a circuit-mode bearer service";"6"
3;15;"6.1.1         circuit-mode 64 kbit/s 8 khz structured bearer service category usable for speech information transfer ....................................................................................................................................................... 12";46;"6.1.1         circuit-mode 64 kbit/s 8 khz structured bearer service category usable for speech information transfer";TRUE;"6.1.1";FALSE;FALSE;"circuit-mode 64 kbit/s 8 khz structured bearer service category usable for speech information transfer";12;FALSE;"393";393;394;"6.1.1          circuit-mode 64 kbit/s 8 khz structured bearer service category usable for speech information transfer";"6"
3;17;"6.1.1.1           request by a calling terminal equipment .............................................................................................. 12";48;"6.1.1.1           request by a calling terminal equipment";FALSE;"6.1.1.1";FALSE;FALSE;"request by a calling terminal equipment";12;FALSE;"395";395;408;"6.1.1.1            request by a calling terminal equipment a) bearer capability information element coding: octet                 information element field                                       field value 3     coding standard                                           ccitt standardized coding information transfer capability                           speech 4     transfer mode                                             circuit mode information transfer rate                                 64 kbit/s 5     user information layer 1 protocol                         recommendation g.711, a-law 6     user information layer 2 protocol                         ——— 7     user information layer 3 protocol                         ——— b) high layer compatibility information element coding: this information element shall not be included. c) low layer compatibility information element coding: this information element is not required.";"6"
3;18;"6.1.1.2           compatibility at the called terminal equipment .................................................................................... 12";49;"6.1.1.2           compatibility at the called terminal equipment";FALSE;"6.1.1.2";FALSE;FALSE;"compatibility at the called terminal equipment";12;FALSE;"409";409;431;"6.1.1.2            compatibility at the called terminal equipment a) bearer capability information element coding: octet                 information element field                                       field value 3     coding standard                                           ccitt standardized coding information transfer capability                           speech 4     transfer mode                                             circuit mode information transfer rate                                 64 kbit/s 5     user information layer 1 protocol                         recommendation g.711, a-law 6     user information layer 2 protocol                         ——— 7     user information layer 3 protocol                         ——— b) high layer compatibility information element coding: terminals supporting circuit-mode 64 kbit/s 8 khz structured speech bearer service shall be able to accept incoming calls from terminals which include the hlc information element (see subclause 6.3.1.2). if an hlc information element for telephony is received and the terminal supports hlc analysis, it shall consider the compatibility check to be successful if the hlc information element is coded as specified in subclause 6.3.1.2). if an hlc information element is not received, the call shall be accepted if the compatibility checks on the bc and llc information element (if present) are successful. 13                               eg 201 018 v1.5.2 (1998-11) c) low layer compatibility information element coding: this information element is normally absent. if present, it may be used for compatibility checking or be ignored by the terminal. if any conflict from duplication of the information in the bc and llc information elements is detected, the conflict shall be resolved in favour of the bc information element, i.e., the conflicting information in the llc information element shall be ignored.";"6"
3;19;"6.1.2         circuit-mode 64 kbit/s unrestricted 8 khz structured bearer service category ........................................... 13";50;"6.1.2         circuit-mode 64 kbit/s unrestricted 8 khz structured bearer service category";FALSE;"6.1.2";FALSE;FALSE;"circuit-mode 64 kbit/s unrestricted 8 khz structured bearer service category";13;FALSE;"432";432;435;"6.1.2          circuit-mode 64 kbit/s unrestricted 8 khz structured bearer service category more specific user applications of this bearer service can be found in clause 7. interworking with networks using restricted digital information transfer is covered in clause 8.";"6"
3;20;"6.1.2.1           request by a calling terminal equipment .............................................................................................. 13";51;"6.1.2.1           request by a calling terminal equipment";FALSE;"6.1.2.1";FALSE;FALSE;"request by a calling terminal equipment";13;FALSE;"436";436;451;"6.1.2.1           request by a calling terminal equipment a) bearer capability information element coding: octet                 information element field                                         field value 3     coding standard                                          ccitt standardized coding information transfer capability                          unrestricted digital information 4     transfer mode                                            circuit mode information transfer rate                                64 kbit/s 5     user information layer 1 protocol                        ——— 6     user information layer 2 protocol                        ——— 7     user information layer 3 protocol                        ——— b) high layer compatibility information element coding: this information element is optional. if present, it shall be encoded in accordance with en 300 403-1 [5], subclause 4.5.17. c) low layer compatibility information element coding: this information element is optional. if present, it shall be encoded in accordance with en 300 403-1 [5], subclause 4.5.19.";"6"
3;21;"6.1.2.2           compatibility at the called terminal equipment .................................................................................... 13";52;"6.1.2.2           compatibility at the called terminal equipment";FALSE;"6.1.2.2";FALSE;FALSE;"compatibility at the called terminal equipment";13;FALSE;"452";452;469;"6.1.2.2           compatibility at the called terminal equipment a) bearer capability information element coding: octet                 information element field                                         field value 3     coding standard                                          ccitt standardized coding information transfer capability                          unrestricted digital information 4     transfer mode                                            circuit mode information transfer rate                                64 kbit/s 5     user information layer 1 protocol                        ——— 6     user information layer 2 protocol                        ——— 7     user information layer 3 protocol                        ——— b) high layer compatibility information element coding: this information element is present if provided by the calling user. if present, it is checked for terminal compatibility according to annex b of en 300 403-1 [5]. c) low layer compatibility information element coding: this information element is present if provided by the calling user. if present, it is checked for terminal compatibility according to annex b of en 300 403-1 [5] and for parameter negotiation according to annex j of en 300 403-1 [5]. 14                                eg 201 018 v1.5.2 (1998-11)";"6"
3;22;"6.1.3         circuit-mode 64 kbit/s 8 khz structured bearer service category usable for 3,1 khz audio information transfer.................................................................................................................................... 14";53;"6.1.3         circuit-mode 64 kbit/s 8 khz structured bearer service category usable for 3,1 khz audio information transfer";TRUE;"6.1.3";FALSE;FALSE;"circuit-mode 64 kbit/s 8 khz structured bearer service category usable for 3,1 khz audio information transfer";14;FALSE;"470";470;472;"6.1.3         circuit-mode 64 kbit/s 8 khz structured bearer service category usable for 3,1 khz audio information transfer more specific user applications of this bearer service can be found in clause 7.";"6"
3;24;"6.1.3.1           request by a calling terminal equipment .............................................................................................. 14";55;"6.1.3.1           request by a calling terminal equipment";FALSE;"6.1.3.1";FALSE;FALSE;"request by a calling terminal equipment";14;FALSE;"473";473;488;"6.1.3.1          request by a calling terminal equipment a) bearer capability information element coding: octet                 information element field                                        field value 3    coding standard                                           ccitt standardized coding information transfer capability                           3,1 khz audio 4    transfer mode                                             circuit mode information transfer rate                                 64 kbit/s 5    user information layer 1 protocol                         recommendation g.711, a-law 6    user information layer 2 protocol                         ——— 7    user information layer 3 protocol                         ——— b) high layer compatibility information element coding: this information element is optional. if present, it shall be encoded in accordance with en 300 403-1 [5], subclause 4.5.17. c) low layer compatibility information element coding: this information element is optional. if present, it shall be encoded in accordance with en 300 403-1 [5], subclause 4.5.19.";"6"
3;25;"6.1.3.2           compatibility at the called terminal equipment .................................................................................... 14";56;"6.1.3.2           compatibility at the called terminal equipment";FALSE;"6.1.3.2";FALSE;FALSE;"compatibility at the called terminal equipment";14;FALSE;"489";489;506;"6.1.3.2          compatibility at the called terminal equipment a) bearer capability information element coding: octet                 information element field                                        field value 3    coding standard                                           ccitt standardized coding information transfer capability                           3,1 khz audio 4    transfer mode                                             circuit mode information transfer rate                                 64 kbit/s 5    user information layer 1 protocol                         recommendation g.711, a-law 6    user information layer 2 protocol                         ——— 7    user information layer 3 protocol                         ——— b) high layer compatibility information element coding: this information element is present if provided by the calling user. if present, it is checked for terminal compatibility according to annex b of en 300 403-1 [5]. c) low layer compatibility information element coding: this information element is present if provided by the calling user. if present, it is checked for terminal compatibility according to annex b of en 300 403-1 [5] and for parameter negotiation according to annex j of en 300 403-1 [5]. 15                                eg 201 018 v1.5.2 (1998-11)";"6"
3;26;"6.1.4         circuit-mode multiple-rate unrestricted 8 khz structured bearer service category .................................... 15";57;"6.1.4         circuit-mode multiple-rate unrestricted 8 khz structured bearer service category";FALSE;"6.1.4";FALSE;FALSE;"circuit-mode multiple-rate unrestricted 8 khz structured bearer service category";15;FALSE;"507";507;508;"6.1.4        circuit-mode multiple-rate unrestricted 8 khz structured bearer service category";"6"
3;27;"6.1.4.1           request by a calling terminal equipment .............................................................................................. 15";58;"6.1.4.1           request by a calling terminal equipment";FALSE;"6.1.4.1";FALSE;FALSE;"request by a calling terminal equipment";15;FALSE;"509";509;527;"6.1.4.1         request by a calling terminal equipment a) bearer capability information element coding: octet                information element field                                          field value 3    coding standard                                           ccitt standardized coding information transfer capability                           unrestricted digital information 4    transfer mode                                             circuit mode information transfer rate                                 multirate (note) 4.1   rate multiplier                                           multiplier to the base rate 64 kbit/s 5    user information layer 1 protocol                         ——— 6    user information layer 2 protocol                         ——— 7    user information layer 3 protocol                         ——— note:     the bearer channels used for a given call are indicated in the channel identification information element according to en 300 403-1 [5], subclause 4.5.13. b) high layer compatibility information element coding: this information element is optional. if present, it shall be encoded in accordance with en 300 403-1 [5], subclause 4.5.17. c) low layer compatibility information element coding: this information element is optional. if present, it shall be encoded in accordance with en 300 403-1 [5], subclause 4.5.19.";"6"
3;28;"6.1.4.2           compatibility at the called terminal equipment .................................................................................... 15";59;"6.1.4.2           compatibility at the called terminal equipment";FALSE;"6.1.4.2";FALSE;FALSE;"compatibility at the called terminal equipment";15;FALSE;"528";528;548;"6.1.4.2         compatibility at the called terminal equipment a) bearer capability information element coding: octet                information element field                                          field value 3    coding standard                                           ccitt standardized coding information transfer capability                           unrestricted digital information 4    transfer mode                                             circuit mode information transfer rate                                 multirate (note) 4.1   rate multiplier                                           multiplier to the base rate 64 kbit/s 5    user information layer 1 protocol                         ——— 6    user information layer 2 protocol                         ——— 7    user information layer 3 protocol                         ——— note:     the bearer channels used for a given call are indicated in the channel identification information element according to en 300 403-1 [5], subclause 4.5.13. b) high layer compatibility information element coding: this information element is present if provided by the calling user. if present, it is checked for compatibility according to annex b of en 300 403-1 [5]. c) low layer compatibility information element coding: this information element is present if provided by the calling user. if present, it is checked for terminal compatibility according to annex b of en 300 403-1 [5], and for parameter negotiation according to annex j of en 300 403-1 [5]. 16                              eg 201 018 v1.5.2 (1998-11)";"6"
3;29;"6.2        packet mode bearer service categories............................................................................................................. 16";60;"6.2        packet mode bearer service categories";FALSE;"6.2";FALSE;FALSE;"packet mode bearer service categories";16;FALSE;"549";549;549;"6.2           packet mode bearer service categories";"6"
3;30;"6.2.1         virtual call bearer services (support of x.25 terminal equipment allowing access to the isdn virtual circuit service (itu-t recommendation x.31, case b))........................................................................... 16";61;"6.2.1         virtual call bearer services (support of x.25 terminal equipment allowing access to the isdn virtual circuit service (itu-t recommendation x.31, case b))";TRUE;"6.2.1";FALSE;FALSE;"virtual call bearer services (support of x.25 terminal equipment allowing access to the isdn virtual circuit service (itu-t recommendation x.31, case b))";16;FALSE;"550";550;554;"6.2.1         virtual call bearer services (support of x.25 terminal equipment allowing access to the isdn virtual circuit service (itu-t recommendation x.31, case b)) the coding examples given below assume that a new access connection is required between the terminal and the packet handler function.";"6"
3;32;"6.2.1.1           access through the b-channel .............................................................................................................. 16";63;"6.2.1.1           access through the b-channel";FALSE;"6.2.1.1";FALSE;FALSE;"access through the b-channel";16;FALSE;"555";555;555;"6.2.1.1           access through the b-channel";"6"
3;33;"6.2.1.1.1              request by a calling terminal equipment ........................................................................................ 16";64;"6.2.1.1.1              request by a calling terminal equipment";FALSE;"6.2.1.1.1";FALSE;FALSE;"request by a calling terminal equipment";16;FALSE;"556";556;569;"6.2.1.1.1            request by a calling terminal equipment a) bearer capability information element coding: octet                 information element field                                   field value 3    coding standard                                    ccitt standardized coding information transfer capability                    unrestricted digital information 4    transfer mode                                      packet mode information transfer rate                          00000: packet mode 5    user information layer 1 protocol                  ——— 6    user information layer 2 protocol                  recommendation x.25, link layer 7    user information layer 3 protocol                  recommendation x.25, packet layer b) high layer compatibility information element coding: this information element is not included. c) low layer compatibility information element coding: this information element is not included.";"6"
3;34;"6.2.1.1.2              compatibility at the called terminal equipment............................................................................... 16";65;"6.2.1.1.2              compatibility at the called terminal equipment";FALSE;"6.2.1.1.2";FALSE;FALSE;"compatibility at the called terminal equipment";16;FALSE;"570";570;584;"6.2.1.1.2            compatibility at the called terminal equipment a) bearer capability information element coding: octet                 information element field                                   field value 3    coding standard                                    ccitt standardized coding information transfer capability                    unrestricted digital information 4    transfer mode                                      packet mode information transfer rate                          00000: packet mode 5    user information layer 1 protocol                  ——— 6    user information layer 2 protocol                  recommendation x.25, link layer 7    user information layer 3 protocol                  recommendation x.25, packet layer b) high layer compatibility information element coding: the hlc information element is not present. c) low layer compatibility information element coding: the llc information element is not present. 17                              eg 201 018 v1.5.2 (1998-11)";"6"
3;35;"6.2.1.2           access through the d-channel .............................................................................................................. 17";66;"6.2.1.2           access through the d-channel";FALSE;"6.2.1.2";FALSE;FALSE;"access through the d-channel";17;FALSE;"585";585;585;"6.2.1.2           access through the d-channel";"6"
3;36;"6.2.1.2.1              request by a calling terminal equipment ........................................................................................ 17";67;"6.2.1.2.1              request by a calling terminal equipment";FALSE;"6.2.1.2.1";FALSE;FALSE;"request by a calling terminal equipment";17;FALSE;"586";586;589;"6.2.1.2.1              request by a calling terminal equipment the calling terminal accesses a packet handler function by establishing a link layer connection (sapi = 16) to that function which can then be used to support packet communications according to itu-t recommendation x.25 [12] layer 3 procedures. consequently, en 300 403-1 [5] procedures are not required to provide d-channel access.";"6"
3;37;"6.2.1.2.2              compatibility at the called terminal equipment............................................................................... 17";68;"6.2.1.2.2              compatibility at the called terminal equipment";FALSE;"6.2.1.2.2";FALSE;FALSE;"compatibility at the called terminal equipment";17;FALSE;"590";590;603;"6.2.1.2.2              compatibility at the called terminal equipment a) bearer capability information element coding: octet                  information element field                                      field value 3     coding standard                                        ccitt standardized coding information transfer capability                        unrestricted digital information 4     transfer mode                                          packet mode information transfer rate                              00000: packet mode 5     user information layer 1 protocol                      ——— 6     user information layer 2 protocol                      recommendation q.921 7     user information layer 3 protocol                      recommendation x.25, packet layer b) high layer compatibility information element coding: the hlc information element is not present. c) low layer compatibility information element coding: the llc information element is not present.";"6"
3;38;"6.3        request and recognition of a teleservice.......................................................................................................... 17";69;"6.3        request and recognition of a teleservice";FALSE;"6.3";FALSE;FALSE;"request and recognition of a teleservice";17;FALSE;"604";604;604;"6.3            request and recognition of a teleservice";"6"
3;39;"6.3.1         telephony 3,1 khz teleservice ................................................................................................................... 17";70;"6.3.1         telephony 3,1 khz teleservice";FALSE;"6.3.1";FALSE;FALSE;"telephony 3,1 khz teleservice";17;FALSE;"605";605;605;"6.3.1          telephony 3,1 khz teleservice";"6"
3;40;"6.3.1.1           request by a calling terminal equipment .............................................................................................. 17";71;"6.3.1.1           request by a calling terminal equipment";FALSE;"6.3.1.1";FALSE;FALSE;"request by a calling terminal equipment";17;FALSE;"606";606;627;"6.3.1.1           request by a calling terminal equipment a) bearer capability information element coding: octet                  information element field                                      field value 3     coding standard                                        ccitt standardized coding information transfer capability                        speech 4     transfer mode                                          circuit mode information transfer rate                              64 kbit/s 5     user information layer 1 protocol                      recommendation g.711, a-law 6     user information layer 2 protocol                      ——— 7     user information layer 3 protocol                      ——— b) high layer compatibility information element coding: octet                  information element field                                      field value coding standard                                        ccitt standardized coding 3     interpretation                                         first high layer characteristics identification to be used in the call presentation method of protocol profile                high layer protocol profile 4     high layer characteristics identification              telephony 4a     extended high layer characteristics identification     ——— 18                               eg 201 018 v1.5.2 (1998-11) c) low layer compatibility information element coding: the llc information element is not required. if present, its content shall be identical to the bc information element.";"6"
